Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,Country,CountryFull,StreetAddress,City,State,StateFull,ZipCode,EmailAddress,Username,TelephoneNumber,TelephoneCountryCode,Birthday,Age,TropicalZodiac,NationalID,Occupation,Company
8700,male,Hispanic,Mr.,Cupido,O,Padrón,ES,Spain,"Apartado de Correos 50","Matilla de los Caños del Río",SA,Salamanca,37450,CupidoPadronHuerta@armyspy.com,Suprenly1959,"762 058 265",34,8/14/1959,59,Leo,,"Floor finisher","Alladin's Lamp"
8701,male,Hispanic,Mr.,Alaor,E,Sánchez,ES,Spain,"Calvo Sotelo 82","Nava del Rey",VA,Valladolid,47500,AlaorSanchezTovar@einrot.com,Hedur1988,"754 879 853",34,1/22/1988,31,Aquarius,,"Home entertainment service technician","Team Uno"
8702,female,Hispanic,Ms.,Pascua,J,Armenta,US,"United States","4611 Stuart Street",Pittsburgh,PA,Pennsylvania,15212,PascuaArmentaAltamirano@armyspy.com,Parepithe1967,724-401-5100,1,4/26/1967,52,Taurus,165-58-7566,"Crushing, grinding, and polishing machine operator","Irving's Sporting Goods"
8703,male,Hispanic,Mr.,Clodomiro,A,Madrigal,UY,Uruguay,"Lavalleja 6722","San Luis al Medio",RO,Rocha,27301,ClodomiroMadrigalGaitan@fleckens.hu,Shistur,"9956 4302",598,5/10/1962,57,Taurus,,"Amusement machine servicer","Susie's Casuals"
8704,male,Hispanic,Mr.,Arduino,C,Preciado,GB,"United Kingdom","40 Broomfield Place",STOULTON,,,"WR7 5ZN",ArduinoPreciadoAguilar@teleworm.us,Cartiong1984,"077 8496 9082",44,11/2/1984,34,Scorpio,"ZH 31 83 10 B","Home care aide","Shoe Pavilion"
8705,female,Hispanic,Ms.,Rosmira,O,Cazares,GB,"United Kingdom","88 Newmarket Road",HAWORTH,,,"BD22 0SQ",RosmiraCazaresHerrera@rhyta.com,Teaks1964,"079 7849 5245",44,9/14/1964,54,Virgo,"BP 97 59 53 B","Safety inspector","Crown Auto Parts"
8706,female,Hispanic,Ms.,Jacqueline,G,Velasco,US,"United States","693 Harron Drive",Baltimore,MD,Maryland,21201,JacquelineVelascoVillareal@armyspy.com,Wicilite,443-568-2192,1,3/8/1995,24,Pisces,219-62-8411,"Termite control technician","Dream Home Improvements"
8707,female,Hispanic,Mrs.,Yoana,E,Jimínez,ES,Spain,"Rua da Rapina 36","Villar de Ciervo",SA,Salamanca,37486,YoanaJiminezGallardo@einrot.com,Sammat,"689 406 423",34,8/18/1954,64,Leo,,"Parts salesperson",Packer
8708,female,Hispanic,Mrs.,Hermione,F,Gallegos,US,"United States","540 Wilkinson Street",Smithville,TN,Tennessee,37166,HermioneGallegosAdomo@fleckens.hu,Vate1969,615-464-1230,1,8/19/1969,49,Leo,763-01-6928,"Media director",StopGrey
8709,male,Hispanic,Mr.,Edelmiro,I,Leiva,UY,Uruguay,"Acuña de Figeroa 9027","Polanco Norte",LA,Lavalleja,30009,EdelmiroLeivaCasarez@cuvox.de,Lience,"9115 7112",598,3/21/1974,45,Aries,,"Cardiovascular technologist","The Goose and Duck"
8710,male,Hispanic,Mr.,Leto,S,Orozco,UY,Uruguay,"Democracia 3083",Lascano,RO,Rocha,27300,LetoOrozcoZapata@jourrapide.com,Hoodmine,"9934 4408",598,5/7/1944,75,Taurus,,"Instructional specialist",Nobil
8711,female,Hispanic,Ms.,Edelira,G,Chávez,ES,Spain,"Canónigo Valiño 57",Benifaió,V,Valencia,46450,EdeliraChavezGuillen@superrito.com,Routionce89,"684 325 272",34,11/4/1989,29,Scorpio,,"Industrial property manager","Specific Appraisals"
8712,male,Hispanic,Mr.,Eryk,N,Briones,ES,Spain,"Antonio Vázquez 88","Breña Baja",TF,"Santa Cruz de Tenerife",38712,ErykBrionesCandelaria@fleckens.hu,Hanceseles,"796 666 749",34,8/4/1963,55,Leo,,"Health care interpreter","Body Fate"
8713,male,Hispanic,Mr.,Goliat,I,Bonilla,GB,"United Kingdom","60 Thornton St",HUNSTON,,,"IP31 6HT",GoliatBonillaMontemayor@jourrapide.com,Grocke,"078 4596 2030",44,12/16/1942,76,Sagittarius,"HB 20 91 28 A","Human resources administrative assistant",Briazz
8714,male,Hispanic,Mr.,Fernán,I,Guevara,GB,"United Kingdom","69 Fulford Road","PENNY BRIDGE",,,"LA12 2GF",FernanGuevaraCabrera@superrito.com,Sown1946,"077 4413 1973",44,9/7/1946,72,Virgo,"RP 98 57 95 C","Image consultant","Clemens Markets"
8715,male,Hispanic,Mr.,Cruz,M,Muñoz,GB,"United Kingdom","1 Kent Street",CROGGAN,,,"PA63 5XA",CruzMunozGutierrez@einrot.com,Cose1962,"078 6748 6805",44,6/16/1962,57,Gemini,"XA 43 17 66 B","Real property assessor","Payless Cashways"
8716,female,Hispanic,Ms.,Meline,R,Zayas,GB,"United Kingdom","33 Worthy Lane",MATLOCK,,,"DE4 3WW",MelineZayasArmijo@jourrapide.com,Oppatical,"078 5393 4499",44,5/7/1943,76,Taurus,"EW 15 78 52 B","Loan underwriter","The Pink Pig Tavern"
8717,female,Hispanic,Mrs.,Iva,A,Lemus,US,"United States","2109 Hickory Street","Salt Lake City",UT,Utah,84104,IvaLemusIbarra@armyspy.com,Hatted98,801-730-0927,1,1/20/1998,21,Aquarius,528-59-4753,"Neonatal nurse","AM/PM Camp"
8718,female,Hispanic,Ms.,Noris,K,Vasquez,ES,Spain,"C/ Benito Guinea 93",Canovelles,B,Barcelona,08420,NorisVasquezLeyva@cuvox.de,Graw1964,"791 567 540",34,7/30/1964,54,Leo,,"Photographic equipment repairer","Big Wheel"
8719,female,Hispanic,Ms.,Neus,M,Meza,GB,"United Kingdom","25 Tadcaster Rd",PILLEY,,,"S75 7WB",NeusMezaTrujillo@superrito.com,Plousee,"079 1577 8631",44,9/12/1942,76,Virgo,"XY 08 30 88","Meter reader","Atlas Realty"
8720,male,Hispanic,Mr.,Kamil,D,Posada,ES,Spain,"C/ Benito Guinea 28",Argentona,B,Barcelona,08310,KamilPosadaCarrasquill@cuvox.de,Alove1974,"655 354 586",34,12/11/1974,44,Sagittarius,,"Educational consultant","Target Source"
8721,female,Hispanic,Ms.,Marga,V,Verdugo,US,"United States","4592 West Fork Street",Billings,MT,Montana,59101,MargaVerdugoReynoso@armyspy.com,Judis1988,406-384-0717,1,1/12/1988,31,Capricorn,517-28-4926,"Keypunch operator","Midwest TV & Appliance"
8722,female,Hispanic,Ms.,Maura,L,Árias,US,"United States","816 Bird Street",Albuquerque,NM,"New Mexico",87102,MauraAriasHerrera@einrot.com,Andessomeho,505-616-0616,1,10/25/1965,53,Scorpio,648-18-9437,"Computer technology trainer","Hanover Shoe"
8723,female,Hispanic,Ms.,Drusila,M,Rivera,GB,"United Kingdom","75 Jesmond Rd",KILHAM,,,"YO25 1FJ",DrusilaRiveraRosas@teleworm.us,Shormilt1994,"079 5646 4780",44,10/15/1994,24,Libra,"LR 91 88 17 A",Rancher,"Rainbow Bay Crafts"
8724,female,Hispanic,Ms.,Ary,P,Jaime,ES,Spain,"Bellavista 60","Brea de Aragón",Z,Zaragoza,50246,AryJaimePalomo@superrito.com,Thisees,"675 853 738",34,8/11/1946,72,Leo,,Surgeon,Benesome
8725,female,Hispanic,Ms.,Amadis,A,Gallardo,GB,"United Kingdom","92 Wrexham Road",FELIXSTOWE,,,"IP11 9BR",AmadisGallardoAbeyta@jourrapide.com,Whight,"077 5805 4930",44,8/12/1953,65,Leo,"ZC 88 51 70 A",Agronomist,"Deco Refreshments, Inc."
8726,female,Hispanic,Mrs.,Armanda,I,Leal,UY,Uruguay,"Misiones 6697","José Pedro Varela",LA,Lavalleja,30300,ArmandaLealTrevino@jourrapide.com,Oweept,"9921 9979",598,4/16/1945,74,Aries,,"Manpower development advisor","King Carol"
8727,male,Hispanic,Mr.,Lionel,C,Balderas,ES,Spain,"C/ Hijuela de Lojo 82",Hernialde,SS,Guipúzcoa,20494,LionelBalderasPizarro@armyspy.com,Nortive84,"632 863 621",34,9/5/1984,34,Virgo,,"Excavating and loading machine and dragline operator","Corinthian Designs"
8728,male,Hispanic,Dr.,Anat,L,Aguirre,US,"United States","840 Seltice Way",Eagle,ID,Idaho,83642,AnatAguirreArredondo@jourrapide.com,Hamprat92,208-720-2962,1,12/26/1992,26,Capricorn,519-14-4025,"Older worker specialist","Pay'N Takeit"
8729,female,Hispanic,Ms.,Helda,M,Sotelo,GB,"United Kingdom","19 City Walls Rd",CLOCKHILL,,,"AB42 0YT",HeldaSoteloCandelaria@jourrapide.com,Antiou,"077 7296 5445",44,6/19/1975,44,Gemini,"RS 01 66 85 C","Cardiographic technician","Town and Country Convenience Stores"
8730,female,Hispanic,Ms.,Agueda,Y,Guerra,US,"United States","3126 Rhapsody Street",Gainesville,FL,Florida,32607,AguedaGuerraBadillo@rhyta.com,Theraten52,352-331-4422,1,10/21/1952,66,Libra,767-01-6484,Captain,FamilyMart
8731,male,Hispanic,Mr.,Micky,A,Salinas,ES,Spain,"Calle Proc. San Sebastián 25",Almenara,CS,Castellón,12590,MickySalinasSauceda@rhyta.com,Gisman,"650 034 459",34,11/16/1999,19,Scorpio,,"Service station attendant","Lindsley's Lumber"
8732,female,Hispanic,Ms.,Rut,D,Aguilera,GB,"United Kingdom","13 Brackley Road",THWAITE,,,"DL11 8YW",RutAguileraGodinez@gustr.com,Buls1953,"070 7472 7848",44,8/27/1953,65,Virgo,"PJ 31 28 41 A",Superintendent,"Williams Bros."
8733,female,Hispanic,Mrs.,Crispina,F,Feliciano,GB,"United Kingdom","80 Bullwood Rd","ST GEORGE",,,"LL22 2WX",CrispinaFelicianoRoybal@rhyta.com,Warge1951,"070 4553 2772",44,7/20/1951,67,Cancer,"NZ 05 85 00 B","Education and development manager","National Hardgoods Distributors"
8734,male,Hispanic,Mr.,Neiber,H,Valdivia,UY,Uruguay,"Leandro Gomez 8210",Casupá,FD,Florida,94100,NeiberValdiviaRascon@teleworm.us,Houlted1953,"9168 1829",598,3/3/1953,66,Pisces,,"Chiropractic doctor","Fradkin Brothers Furniture"
8735,female,Hispanic,Ms.,Dalma,A,Segovia,US,"United States","1333 Keyser Ridge Road",Roxboro,NC,"North Carolina",27573,DalmaSegoviaSarabia@superrito.com,Lizintacer,336-502-3299,1,12/17/1969,49,Sagittarius,238-95-4257,Legislator,Capitalcorp
8736,female,Hispanic,Mrs.,Erminia,Q,Cisneros,GB,"United Kingdom","89 Front St",HENLEY-ON-THAMES,,,"RG9 1SF",ErminiaCisnerosSolano@einrot.com,Racrought,"079 4449 3795",44,11/13/1954,64,Scorpio,"XA 55 32 22 C","Film processing technician","Murray's Discount Auto Stores"
8737,male,Hispanic,Mr.,Valente,D,Madrigal,US,"United States","661 Big Indian",Kenner,LA,Louisiana,70062,ValenteMadrigalArmas@jourrapide.com,Portle1953,504-583-8063,1,5/17/1953,66,Taurus,662-01-5984,"Position classifier","Magna Architectural Design"
8738,male,Hispanic,Mr.,Ezechiel,A,Sánchez,UY,Uruguay,"Juncal 9585",Bolívar,CA,Canelones,91401,EzechielSanchezMenendez@teleworm.us,Everead,"9938 0875",598,2/11/1988,31,Aquarius,,"Telecommunications service technician",Merrymaking
8739,female,Hispanic,Mrs.,Ellen,J,Samaniego,GB,"United Kingdom","7 Wenlock Terrace",PETTISTREE,,,"IP13 6JA",EllenSamaniegoGonzalez@fleckens.hu,Theld1984,"077 8892 7029",44,10/11/1984,34,Libra,"BY 52 14 00 B","Psychiatric technician",Morville
8740,female,Hispanic,Ms.,Belisa,K,Cotto,UY,Uruguay,"Arenales 6691",Montevideo,MO,Montevideo,12300,BelisaCottoAlba@superrito.com,Catell,"9493 3118",598,11/30/1951,67,Sagittarius,,Scrub,"Allied City Stores"
8741,female,Hispanic,Mrs.,Isadora,M,Santana,UY,Uruguay,"Monteadores 8398",Minas,LA,Lavalleja,30000,IsadoraSantanaOchoa@jourrapide.com,Ansere,"9469 1665",598,2/14/1944,75,Aquarius,,"Employment interviewer","Kiddie City"
8742,female,Hispanic,Mrs.,Griselda,M,Duran,US,"United States","4416 McKinley Avenue",Centennial,CO,Colorado,80111,GriseldaDuranOrtega@jourrapide.com,Thoice,303-843-9787,1,6/23/1945,74,Cancer,524-12-2332,"Diagnostic medical sonographer","Mission You"
8743,male,Hispanic,Mr.,Gualtar,M,Carrión,UY,Uruguay,"Ceibo 1710","Cuchilla de Peralta",TA,Tacuarembó,45021,GualtarCarrionAponte@jourrapide.com,Sirks1945,"9756 3410",598,12/23/1945,73,Capricorn,,"Electronics engineer",Thorofare
8744,female,Hispanic,Mrs.,Nubia,M,Bustamante,ES,Spain,"Rúa de San Pedro 40","Calzada de Valdunciel",SA,Salamanca,37797,NubiaBustamantePerea@rhyta.com,Chiss1975,"712 908 126",34,12/19/1975,43,Sagittarius,,Astronomer,"Suncoast Video"
8745,female,Hispanic,Ms.,Lorna,A,Lugo,US,"United States","536 Young Road",Millwood,ID,Idaho,99212,LornaLugoMalave@superrito.com,Yeacten,208-413-7592,1,9/15/1999,19,Virgo,518-50-7164,"Control room trainee","Better Business Ideas and Services"
8746,male,Hispanic,Dr.,Inacayal,A,Urena,GB,"United Kingdom","79 Boroughbridge Road",BISHOPSTEIGNTON,,,"TQ14 5SY",InacayalUrenaValenzuela@armyspy.com,Thaverce,"077 0070 0472",44,10/20/1955,63,Libra,"BA 09 60 69 C","Diagnostic medical sonographer","Kohl's Food Stores"
8747,male,Hispanic,Mr.,Athos,K,Vanegas,UY,Uruguay,"Misiones 8073","José Enrique Rodó",SO,Soriano,75202,AthosVanegasMatos@teleworm.us,Heraturs,"9517 2800",598,9/1/1991,27,Virgo,,"Ornamental ironworker","Stop and Shop"
8748,male,Hispanic,Mr.,Dustin,S,Ocampo,US,"United States","3445 Maud Street",Philadelphia,DE,Delaware,19103,DustinOcampoRivas@gustr.com,Nellur1966,302-747-2801,1,5/16/1966,53,Taurus,221-14-7065,"Insurance adjuster","Albers Super Markets"
8749,male,Hispanic,Mr.,Anacleto,J,Mesa,ES,Spain,"Plaza Colón 33",Bembibre,LE,León,24300,AnacletoMesaHenriquez@gustr.com,Expes1966,"782 392 479",34,8/1/1966,52,Leo,,"Teller supervisor","Grand Union"
8750,male,Hispanic,Mr.,Wilton,R,Mena,UY,Uruguay,"Ituzaingó 9057","José Batlle y Ordóñez",LA,Lavalleja,30200,WiltonMenaValenzuela@dayrep.com,Fulaid1961,"9986 4382",598,9/5/1961,57,Virgo,,Boilermaker,"Music Plus"
8751,female,Hispanic,Mrs.,Edelma,T,Merino,UY,Uruguay,"Neruda 7650",Tacuarembó,TA,Tacuarembó,45000,EdelmaMerinoAranda@einrot.com,Hitionstog,"9136 0272",598,7/24/1980,38,Leo,,"Ornamental ironworker","Ellman's Catalog Showrooms"
8752,female,Hispanic,Dr.,Rina,L,Loya,GB,"United Kingdom","15 Manor Close",DISHES,,,"KW17 5HU",RinaLoyaMateo@cuvox.de,Expork,"077 3996 4548",44,12/2/1987,31,Sagittarius,"XP 98 26 06 A","Electronic publishing specialist","Rex Audio Video Appliance"
8753,male,Hispanic,Mr.,Orestes,M,Ojeda,UY,Uruguay,"Sarandi 7961","25 de Agosto",FD,Florida,94002,OrestesOjedaRolon@jourrapide.com,Justort,"9916 6485",598,4/30/1991,28,Taurus,,"Graphic artist",Newhair
8754,female,Hispanic,Mrs.,Lila,R,Barrientos,GB,"United Kingdom","66 Manor Close",DODDINGTON,,,"DY14 0EW",LilaBarrientosGarza@fleckens.hu,Magas1990,"078 1845 9487",44,9/26/1990,28,Libra,"AK 10 81 32","Travel guide","Cherry & Webb"
8755,male,Hispanic,Mr.,Malco,D,Vergara,UY,Uruguay,"Martín Garcia 2991","Palo Solo",SO,Soriano,70003,MalcoVergaraRomo@rhyta.com,Whistalcup,"9889 1237",598,10/25/1982,36,Scorpio,,"Multiple machine tool operator","Flipside Records"
8756,female,Hispanic,Ms.,Theodora,K,Reynoso,US,"United States","1735 Newton Street","Saint Cloud",MN,Minnesota,56303,TheodoraReynosoMiranda@superrito.com,Thibely,320-334-5452,1,8/18/1986,32,Leo,470-94-7101,"Safety and health practitioner",Anderson-Little
8757,female,Hispanic,Ms.,Isolda,D,Iglesias,GB,"United Kingdom","12 Kingsway North",HOLDITCH,,,"TA20 6JP",IsoldaIglesiasTellez@fleckens.hu,Buld1940,"077 8099 5351",44,11/25/1940,78,Sagittarius,"OX 52 21 63 A","Watch repairer","Red Owl"
8758,female,Hispanic,Mrs.,Verena,Y,Paez,US,"United States","4046 Davis Court",Shobonier,IL,Illinois,62885,VerenaPaezRazo@fleckens.hu,Agiver,618-846-5397,1,1/13/1967,52,Capricorn,331-82-8494,"Tank car, truck, and ship loader","Sounds of Soul Records & Tapes"
8759,female,Hispanic,Ms.,Casiana,M,Portillo,UY,Uruguay,"Rincon 2268",Carmelo,CO,Colonia,70100,CasianaPortilloMontemayor@einrot.com,Yeted1980,"9395 5407",598,9/10/1980,38,Virgo,,"Psychiatric nursing assistant","Richman Brothers"
8760,male,Hispanic,Mr.,Salustio,A,Granados,UY,Uruguay,"Costanera 9328","Puntas de Valdés",SJ,"San José",80006,SalustioGranadosVillalobos@rhyta.com,Antat1947,"9916 0965",598,10/10/1947,71,Libra,,"Door-to-door sales worker",Lechmere
8761,male,Hispanic,Mr.,Zaqueo,P,Hernandes,UY,Uruguay,"Costanera 2790",Reboledo,FD,Florida,94102,ZaqueoHernandesArias@fleckens.hu,Refricen,"9914 8056",598,6/26/1951,68,Cancer,,"Construction equipment operator","Cloth World"
8762,male,Hispanic,Mr.,Seth,I,Luján,UY,Uruguay,"Larrañaga 4064","Las Flores",MA,Maldonado,20303,SethLujanHuerta@gustr.com,Shousho,"9144 5401",598,2/21/1986,33,Pisces,,"Cardiology technologist","Paul's Record Hut"
8763,female,Hispanic,Ms.,Numas,D,Samaniego,US,"United States","3476 Sussex Court",Killeen,TX,Texas,76541,NumasSamaniegoSepulveda@superrito.com,Buttenot,254-539-6090,1,2/25/1956,63,Pisces,642-44-6018,Ergonomist,"Cougar Investment"
8764,male,Hispanic,Mr.,Gordon,R,Terán,UY,Uruguay,"Purificacion 1814","Barra de Carrasco",CA,Canelones,15000,GordonTeranPolanco@gustr.com,Offely,"9581 6803",598,10/28/1968,50,Scorpio,,"Employment coordinator",Chandlers
8765,female,Hispanic,Ms.,Dorotea,L,Arteaga,ES,Spain,"C/ Pablo Iglesias 29","Mansilla de la Sierra",LO,"La Rioja",26329,DoroteaArteagaArmendariz@superrito.com,Waske1988,"616 828 375",34,10/26/1988,30,Scorpio,,"Dredge, excavating, and loading machine operator","Giant Open Air"
8766,female,Hispanic,Ms.,Elinda,L,Terán,UY,Uruguay,"Ibirapita 8297",Montevideo,MO,Montevideo,11400,ElindaTeranMora@armyspy.com,Vibody,"9629 4991",598,12/1/1940,78,Sagittarius,,Ergonomist,"Strategic Profit"
8767,female,Hispanic,Dr.,Adelaida,M,Ochoa,ES,Spain,"C/ Los Herrán 14","Fuente de Cantos",BA,Badajoz,06240,AdelaidaOchoaUrrutia@einrot.com,Boyawer,"621 644 056",34,5/5/1981,38,Taurus,,"Food and tobacco roasting, baking, and drying machine operator","Courtesy Hardware Store"
8768,male,Hispanic,Mr.,Ariel,E,Villareal,GB,"United Kingdom","49 Warner Close",HAVENSTREET,,,"PO33 3JP",ArielVillarealPadron@superrito.com,Reastill,"079 0320 4477",44,3/16/1962,57,Pisces,"JE 96 49 72 B","Scanner operator","Rustler Steak House"
8769,female,Hispanic,Mrs.,Kore,M,Mora,UY,Uruguay,"Tala 5031",Goñi,FD,Florida,97005,KoreMoraSalazar@cuvox.de,Evering,"9566 8021",598,5/9/1943,76,Taurus,,"Technical education teacher","Audio Visions"
8770,female,Hispanic,Ms.,Denisa,T,Arenas,US,"United States","3718 Lords Way",Jackson,TN,Tennessee,38301,DenisaArenasPuente@teleworm.us,Theive,731-727-9380,1,10/9/1975,43,Libra,415-31-4124,"Payroll analyst","Total Network Development"
8771,male,Hispanic,Mr.,Armen,B,Rolón,ES,Spain,"Caño 14",Teverga,O,Asturias,33110,ArmenRolonCoronado@rhyta.com,Wharry,"611 893 524",34,2/14/1954,65,Aquarius,,"Development specialist","Planet Profit"
8772,female,Hispanic,Mrs.,Dalma,M,Carreón,ES,Spain,"Plazuela do Porto 34","Puerto de la Cruz",TF,"Santa Cruz de Tenerife",38400,DalmaCarreonVelez@armyspy.com,Weenin,"623 804 934",34,6/7/1978,41,Gemini,,"Purchasing agent","Music Den"
8773,female,Hispanic,Mrs.,Plácida,R,Domínguez,ES,Spain,"Visitación de la Encina 26","La Calzada de Béjar",SA,Salamanca,37714,PlacidaDominguezArenas@armyspy.com,Pitore,"689 637 791",34,8/21/1979,39,Leo,,"Instructional designer",Coconut's
8774,male,Hispanic,Mr.,Apeles,C,Benítez,US,"United States","4176 Tecumsah Lane","Grand Cane",LA,Louisiana,71032,ApelesBenitezMontoya@gustr.com,Zied1960,318-858-5775,1,9/23/1960,58,Libra,660-10-4511,"Press relations specialist","Parts and Pieces"
8775,female,Hispanic,Mrs.,Isabelina,L,Estrada,ES,Spain,"Cercas Bajas 32",Matadepera,B,Barcelona,08230,IsabelinaEstradaCastaneda@armyspy.com,Sprour,"648 817 529",34,9/1/1987,31,Virgo,,"Closed captioner","Coffey's Market"
8776,female,Hispanic,Ms.,Carmelita,R,Gaona,UY,Uruguay,"Joaquin Suarez 7074","Santa Bernardina",DU,Durazno,97006,CarmelitaGaonaLucero@teleworm.us,Youstivers,"9650 4253",598,1/18/1953,66,Capricorn,,"Infusion nurse","Beefsteak Charlie's"
8777,male,Hispanic,Mr.,Mahoma,M,Ramírez,US,"United States","1930 Capitol Avenue",Indianapolis,IN,Indiana,46225,MahomaRamirezFarias@rhyta.com,Aropporry,765-613-8261,1,7/24/1975,43,Leo,313-01-6817,"Social scientist","Pioneer Chicken"
8778,male,Hispanic,Mr.,Jalil,B,Curiel,ES,Spain,"Socampo 39",Cepeda,SA,Salamanca,37656,JalilCurielBravo@armyspy.com,Thavid,"619 470 135",34,12/15/1960,58,Sagittarius,,"Airframe mechanic","Value Giant"
8779,male,Hispanic,Mr.,Gianni,I,Cabán,GB,"United Kingdom","8 Cambridge Road","NORMANTON ON SOAR",,,"LE12 6SA",GianniCabanSantacruz@dayrep.com,Mdlisives1939,"078 6618 9174",44,11/2/1939,79,Scorpio,"HA 69 34 07 B","Engineering technician",Steinberg's
8780,female,Hispanic,Ms.,Estefania,I,Gallardo,UY,Uruguay,"Democracia 2273",Pinamar,CA,Canelones,15102,EstefaniaGallardoRendon@jourrapide.com,Frowas66,"9676 3353",598,7/20/1966,52,Cancer,,Keeper,"Quality Realty Service"
8781,female,Hispanic,Ms.,Suzzane,T,Valencia,GB,"United Kingdom","64 Stroud Rd",OAKLEY,,,"IP21 0FY",SuzzaneValenciaBarela@cuvox.de,Jersat,"077 7775 3273",44,6/22/1952,67,Cancer,"OJ 80 00 90 A",Painter,Ransohoffs
8782,female,Hispanic,Ms.,Gregorina,T,Orosco,US,"United States","4917 Jarvis Street",Buffalo,NY,"New York",14202,GregorinaOroscoHolguin@fleckens.hu,Whisn1971,716-868-3317,1,10/25/1971,47,Scorpio,129-60-3887,"Licensed clinical social worker","Crafts Canada"
8783,male,Hispanic,Mr.,Itaete,L,Saldana,ES,Spain,"C/ Rosa de los Vientos 69",Barbate,CA,Cádiz,11160,ItaeteSaldanaCampos@cuvox.de,Hishly,"747 649 854",34,5/5/1992,27,Taurus,,"Photographic retoucher","Future Plan"
8784,male,Hispanic,Mr.,Narkis,F,Atencio,US,"United States","3444 Christie Way","S Boston",MA,Massachusetts,02127,NarkisAtencioMedina@einrot.com,Inctiary1959,978-754-6835,1,9/13/1959,59,Virgo,012-60-6907,Electrician,"Beaver Lumber"
8785,female,Hispanic,Mrs.,Ailín,P,Colunga,US,"United States","446 Rinehart Road",Sunrise,FL,Florida,33323,AilinColungaGurule@gustr.com,Rommed,786-443-7086,1,9/25/1956,62,Libra,770-30-7833,"Industrial engineering technician",Chargepal
8786,female,Hispanic,Ms.,Aucan,L,Cardona,GB,"United Kingdom","49 Kingsway North","HOLMES CHAPEL",,,"CW4 3UY",AucanCardonaVillagomez@cuvox.de,Againg,"079 4108 8085",44,2/9/1970,49,Aquarius,"XX 55 58 27 A","Landscape contractor","Circuit City"
8787,female,Hispanic,Dr.,Iselda,U,Baez,UY,Uruguay,"Yapeyu 8338",Belén,SA,Salto,50001,IseldaBaezCandelaria@dayrep.com,Thentell,"9633 8357",598,1/13/1960,59,Capricorn,,"Veterinary technologist","Alpha Beta"
8788,female,Hispanic,Mrs.,Arami,W,Ceja,GB,"United Kingdom","91 Graham Road",CHECKLEY,,,"ST10 8HW",AramiCejaVanegas@dayrep.com,Weenducte,"079 1563 8699",44,7/2/1991,27,Cancer,"PW 26 90 27","Marine oiler","Movie Gallery"
8789,female,Hispanic,Ms.,Eleodora,B,Almanza,US,"United States","996 Lynn Avenue","Eau Claire",WI,Wisconsin,54701,EleodoraAlmanzaJuarez@dayrep.com,Vinal1966,715-481-8107,1,9/19/1966,52,Virgo,396-38-2087,"Rail yard engineer","Ellman's Catalog Showrooms"
8790,female,Hispanic,Mrs.,Peñen,A,Ibarra,US,"United States","2279 Patton Lane",Morrisville,NC,"North Carolina",27560,PenenIbarraGamez@gustr.com,Fectilourn,919-239-5869,1,9/23/1954,64,Libra,686-01-1951,"Risk manager","Frank's Nursery & Crafts"
8791,female,Hispanic,Mrs.,Martiniana,G,Quintana,ES,Spain,"Herrería 42","Pinos Puente",GR,Granada,18240,MartinianaQuintanaRios@dayrep.com,Occonever,"733 497 940",34,1/5/1942,77,Capricorn,,Stratigrapher,"K's Merchandise"
8792,female,Hispanic,Mrs.,Nasya,M,Rincón,GB,"United Kingdom","30 Town Lane","SOUTH ELKINGTON",,,"LN11 8PR",NasyaRinconAleman@cuvox.de,Thatill,"070 5417 1188",44,2/22/1989,30,Pisces,"OY 89 19 46 B","Automotive painter",Zantigo
8793,male,Hispanic,Mr.,Zelmar,L,Garica,GB,"United Kingdom","17 City Walls Rd","CLIFFS END",,,"CT12 2UF",ZelmarGaricaCordero@rhyta.com,Anable,"079 5631 9593",44,8/9/1993,25,Leo,"MJ 49 97 06 D","Cellular technician","Rivera Property Maintenance"
8794,female,Hispanic,Ms.,Pimpinela,U,Abeyta,US,"United States","3934 Science Center Drive","Soda Springs",ID,Idaho,83276,PimpinelaAbeytaVaca@einrot.com,Dausay,208-540-9390,1,1/12/1971,48,Capricorn,519-76-8335,Athlete,"Monk Home Funding Services"
8795,female,Hispanic,Mrs.,Anarda,L,González,UY,Uruguay,"Parva Domus 4393","San Jacinto",CA,Canelones,91300,AnardaGonzalezRoque@armyspy.com,Whentry,"9997 5040",598,11/11/1940,78,Scorpio,,"Employee development manager","Liberty Wealth Planners"
8796,female,Hispanic,Ms.,Gabriele,G,Lerma,GB,"United Kingdom","82 Withers Close",ALDRINGHAM,,,"IP16 6DT",GabrieleLermaOchoa@fleckens.hu,Allat1988,"070 1449 9721",44,1/24/1988,31,Aquarius,"XG 58 92 77 D","Bindery worker","Avant Garde Appraisal"
8797,female,Hispanic,Ms.,Minna,M,Gómez,US,"United States","3916 Wescam Court","Carson City",NV,Nevada,89701,MinnaGomezCasanova@rhyta.com,Whimptay1978,775-885-8472,1,2/16/1978,41,Aquarius,530-48-6064,"Policy analyst",Silo
8798,male,Hispanic,Mr.,Irving,E,Heredia,GB,"United Kingdom","70 Newmarket Road",HAWKSHEAD,,,"LA22 6NB",IrvingHerediaMesa@jourrapide.com,Wriedge,"079 6879 1696",44,11/18/1987,31,Scorpio,"GT 13 54 50","Office and administrative support worker manager",Stratapro
